UniProt_A	GeneSymbol_A	UniProt_B	GeneSymbol_B	Databases	PubMed_IDs	Undirected	Direction_A-B	Direction_B-A	Stimulatory_A-B	Inhibitory_A-B	Stimulatory_B-A	Inhibitory_B-A	Category
Q62388	Atm	Q9EPU0	Upf1	SPIKE;PhosphoPoint	18158334;15175154;17525332		SPIKE;PhosphoPoint		SPIKE	SPIKE			PPI
Q62388	Atm	Q8BPZ8	Abraxas1	PhosphoSite;Signor;PhosphoSite_noref	26778126;17525340		PhosphoSite_dir;PhosphoSite_noref;PhosphoSite;Signor		Signor				PPI
Q62388	Atm	P16951	Atf2	phosphoELM;PhosphoSite;PhosphoSite_noref;MIMP;BioGRID;SPIKE;Signor;PhosphoPoint	15916964;18397884	BioGRID	phosphoELM;PhosphoSite_noref;PhosphoSite;SPIKE;Signor;PhosphoPoint;PhosphoSite_dir;MIMP		SPIKE;Signor				PPI
Q62388	Atm	Q9WTX8	Mad1l1	PhosphoSite	26550600;24728176		PhosphoSite_dir;PhosphoSite						PPI
Q62388	Atm	P31750	Akt1	SPIKE	15546863		SPIKE		SPIKE				PPI
Q62388	Atm	Q0P678	Zc3h18	SPIKE	20164059		SPIKE						PPI
Q62388	Atm	Q9JL70	Fanca	Signor	19109555		Signor		Signor				PPI
Q62388	Atm	Q8R2Y9	Nabp2	SPIKE;MIMP;PhosphoSite;IntAct	18449195;25249620;28448822;23178594	IntAct	PhosphoSite_dir;PhosphoSite;SPIKE;MIMP		SPIKE				PPI
Q62388	Atm	B2RWS6	Ep300	PhosphoSite;Signor;MIMP	20471956;21108945		PhosphoSite_dir;MIMP;PhosphoSite;Signor;ACSN		Signor				PPI
Q62388	Atm	Q9CW03	Smc3	SPIKE;Signor;PhosphoSite;MIMP	18442975;17525332;20501661	Signor	PhosphoSite_dir;PhosphoSite;SPIKE;MIMP;ACSN		SPIKE				PPI
Q62388	Atm	Q8CH25	Sltm	SPIKE	20164059;17525332		SPIKE						PPI
Q62388	Atm	Q9DC40	Telo2	BioGRID;SPIKE;InnateDB;IntAct	18160036;20427287;20801936	BioGRID;InnateDB;IntAct		SPIKE			SPIKE		PPI
Q62388	Atm	P81269	Atf1	SPIKE	12527906			SPIKE			SPIKE		PPI
Q62388	Atm	P48754	Brca1	HPRD-phos;phosphoELM;PhosphoSite_noref;InnateDB;PhosphoSite;BioGRID;SPIKE;Signor;PhosphoPoint;HPRD;MIMP	11278964;10550055;12919958;19683496;12183412;12024016;10866324;11313470;12427729;25939603;26320175;19622773;26745677;10373534;21706030;28035057;20068231;19651622;10608806;11114888;10783165;17478428;18344987	HPRD;BioGRID;Signor;InnateDB	HPRD-phos;phosphoELM;PhosphoSite_noref;PhosphoSite;SPIKE;Signor;ACSN;PhosphoPoint;PhosphoSite_dir;MIMP		SPIKE;Signor	SPIKE			PPI
Q62388	Atm	Q9WVH4	Foxo3	BioGRID;SPIKE	18344987	BioGRID		SPIKE			SPIKE		PPI
Q62388	Atm	Q64267	Xpa	HPRD;MIMP;PhosphoPoint	16540648	HPRD	MIMP;PhosphoPoint						PPI
Q62388	Atm	Q9QZR5	Hipk2	SPIKE	17332358;19788416		SPIKE		SPIKE	SPIKE			PPI
Q62388	Atm	Q6PDQ2	Chd4	BioGRID;SPIKE;MIMP;PhosphoSite	20693977;17525332;21219611	BioGRID	SPIKE;PhosphoSite_dir;MIMP;PhosphoSite						PPI
Q62388	Atm	Q5PSV9	Mdc1	PhosphoSite;HPRD;BioGRID;SPIKE;Signor;IntAct;PhosphoPoint	18006705;16427009;12607003;22234877;28193847;21705321;14519663;12607005;26734725	HPRD;BioGRID;IntAct	PhosphoSite_dir;PhosphoSite;SPIKE;Signor;ACSN;PhosphoPoint	SPIKE	SPIKE;Signor		SPIKE		PPI
Q62388	Atm	P23475	Xrcc6	PhosphoSite_noref			PhosphoSite_dir;ACSN;PhosphoSite_noref						PPI
Q62388	Atm	P70399	Tp53bp1	HPRD-phos;phosphoELM;PhosphoSite_noref;BioGRID;PhosphoSite;SPIKE;Signor;PhosphoPoint;HPRD;MIMP;IntAct	18996087;18644834;17525332;22621922;12697768;17940005;19876065;18077418;12447390	HPRD;BioGRID;Signor;IntAct	HPRD-phos;phosphoELM;PhosphoSite_noref;PhosphoSite;SPIKE;Signor;PhosphoPoint;PhosphoSite_dir;MIMP		SPIKE;Signor				PPI
Q62388	Atm	P63330	Ppp2ca	Signor;DEPOD	15510216			Signor;ACSN;DEPOD				Signor	PPI
Q62388	Atm	O89090	Sp1	MIMP;PhosphoSite_noref;PhosphoSite;SPIKE;Signor	18619531;18171990;22826432	Signor	PhosphoSite_dir;PhosphoSite;PhosphoSite_noref;SPIKE;MIMP		SPIKE				PPI
Q62388	Atm	Q3TQF0	Fbxo31	MIMP;PhosphoSite_noref;SPIKE;Signor;IntAct	19412162	IntAct	PhosphoSite_dir;MIMP;PhosphoSite_noref;SPIKE;Signor		SPIKE;Signor				PPI
Q62388	Atm	O70126	Aurkb	Signor;PhosphoSite_noref;MIMP	22099307			PhosphoSite_dir;PhosphoSite_noref;MIMP;Signor			Signor		PPI
Q62388	Atm	Q8K4J0	Dclre1c	HPRD-phos;PhosphoSite_noref;BioGRID;PhosphoSite;SPIKE;Signor;PhosphoPoint;HPRD;MIMP	15468306;15456891;16874298;15723659	HPRD;BioGRID	HPRD-phos;PhosphoSite_noref;PhosphoSite;SPIKE;Signor;PhosphoPoint;PhosphoSite_dir;MIMP		SPIKE;Signor				PPI
Q62388	Atm	Q9CU62	Smc1a	HPRD-phos;phosphoELM;BioGRID;PhosphoSite;SPIKE;Signor;PhosphoPoint;HPRD;MIMP;IntAct	11877376;11877377;21908846;15302935;18077418;18669648;18452278;20068231;9789013	HPRD;BioGRID;IntAct	HPRD-phos;phosphoELM;PhosphoSite;SPIKE;Signor;ACSN;PhosphoPoint;PhosphoSite_dir;MIMP		SPIKE;Signor				PPI
Q62388	Atm	P70340	Smad1	PhosphoSite;Signor;MIMP	22588298		PhosphoSite_dir;PhosphoSite;MIMP;Signor		Signor				PPI
Q62388	Atm	O35280	Chek1	phosphoELM;MIMP;InnateDB;HPRD;BioGRID;Signor;PhosphoPoint	20068082;15533933;11252893;10608806;12676583;11390642	HPRD;BioGRID;InnateDB	ACSN;phosphoELM;MIMP;KEGG;PhosphoPoint;Signor		Signor;KEGG				PPI
Q62388	Atm	P17095	Hmga1	SPIKE	18783938;21339738;17525332		SPIKE		SPIKE				PPI
Q62388	Atm	Q6PR54	Rif1	MIMP;PhosphoSite_noref			PhosphoSite_dir;MIMP;PhosphoSite_noref						PPI
Q62388	Atm	O35643	Ap1b1	MPPI;HPRD;BioGRID;SPIKE;InnateDB;PhosphoPoint	18534819;9707615;10608806	MPPI;HPRD;BioGRID;SPIKE;InnateDB	PhosphoPoint						PPI
Q62388	Atm	P23804	Mdm2	HPRD-phos;phosphoELM;PhosphoSite_noref;BioGRID;SPIKE;Signor;PhosphoPoint;HPRD;MIMP	10611322;11331603;19816404;17936559;22976441;27462439	HPRD;BioGRID	HPRD-phos;phosphoELM;PhosphoSite_noref;SPIKE;Signor;ACSN;PhosphoPoint;PhosphoSite_dir;MIMP		SPIKE	SPIKE;Signor			PPI
Q62388	Atm	P69566	Ranbp9	BioGRID;PhosphoSite;PhosphoSite_noref	26943034	BioGRID	PhosphoSite_dir;PhosphoSite;PhosphoSite_noref						PPI
Q62388	Atm	Q5SXA9	Wwc1	PhosphoSite_noref			PhosphoSite_dir;PhosphoSite_noref						PPI
Q62388	Atm	P63087	Ppp1cc	DEPOD	20188555			DEPOD					PPI
Q62388	Atm	Q3U0V1	Khsrp	MIMP;PhosphoSite_noref;PhosphoSite;Signor	21329876		PhosphoSite_dir;PhosphoSite_noref;PhosphoSite;MIMP;Signor		Signor				PPI
Q62388	Atm	P60229	Eif3e	BioGRID	22508697	BioGRID							PPI
Q62388	Atm	Q91XB0	Trex1	HPRD;PhosphoPoint	15758953	HPRD	PhosphoPoint						PPI
Q62388	Atm	Q91WL8	Wwox	BioGRID	25331887;26675548	BioGRID							PPI
Q62388	Atm	Q9Z1R2	Bag6	MIMP;PhosphoSite_noref			PhosphoSite_dir;MIMP;PhosphoSite_noref						PPI
Q62388	Atm	Q61074	Ppm1g	PhosphoSite	26324325		PhosphoSite_dir;PhosphoSite						PPI
Q62388	Atm	Q5F2E8	Taok1	Signor;PhosphoSite_noref;MIMP	17396146		PhosphoSite_dir;MIMP;PhosphoSite_noref;Signor;ACSN		Signor				PPI
Q62388	Atm	Q9JLQ2	Git2	PhosphoSite_noref			PhosphoSite_dir;PhosphoSite_noref						PPI
Q62388	Atm	Q61624	Znf148	PhosphoSite;Signor;MIMP	17560543		PhosphoSite_dir;PhosphoSite;MIMP;Signor		Signor				PPI
Q62388	Atm	Q9D1L9	Lamtor5	PhosphoSite	23667255		PhosphoSite_dir;PhosphoSite						PPI
Q62388	Atm	P62715	Ppp2cb	Signor;DEPOD	15510216			Signor;ACSN;DEPOD				Signor	PPI
Q62388	Atm	Q80TP3	Ubr5	MIMP;PhosphoSite_noref			PhosphoSite_dir;MIMP;PhosphoSite_noref						PPI
Q62388	Atm	Q8CJ40	Crocc	PhosphoSite	24240686		PhosphoSite_dir;PhosphoSite						PPI
Q62388	Atm	Q8BVE8	Nsd2	PhosphoSite;MIMP	21293379;26822153		PhosphoSite_dir;PhosphoSite;MIMP						PPI
Q62388	Atm	Q925J9	Med1	MIMP;PhosphoSite_noref			PhosphoSite_dir;MIMP;PhosphoSite_noref						PPI
Q62388	Atm	Q8BTF7	Lig4	InnateDB;phosphoELM;PhosphoPoint;MIMP	10608806	InnateDB	phosphoELM;PhosphoPoint;MIMP						PPI
Q62388	Atm	P97480	Eya3	MIMP;PhosphoSite_noref			PhosphoSite_dir;MIMP;PhosphoSite_noref						PPI
Q62388	Atm	D3YZP9	Ccdc6	PhosphoSite;Signor;MIMP	23108047;17420723		PhosphoSite_dir;PhosphoSite;MIMP;Signor		Signor				PPI
Q62388	Atm	Q8BYC6	Taok3	MIMP;PhosphoSite_noref			PhosphoSite_dir;ACSN;MIMP;PhosphoSite_noref						PPI
Q62388	Atm	Q9DCL8	Ppp1r2	Signor;PhosphoSite_noref;MIMP	18250156		PhosphoSite_dir;PhosphoSite_noref;MIMP;Signor			Signor			PPI
Q62388	Atm	Q9ERH4	Nusap1	PhosphoSite;MIMP	21130744		PhosphoSite_dir;PhosphoSite;MIMP						PPI
Q62388	Atm	Q9JKX4	Aatf	HPRD;PhosphoSite_noref;MIMP;IntAct	17157788	HPRD;IntAct	PhosphoSite_dir;MIMP;PhosphoSite_noref						PPI
Q62388	Atm	P59997	Kdm2a	PhosphoSite_noref			PhosphoSite_dir;PhosphoSite_noref						PPI
Q62388	Atm	Q3KNJ2	Nhej1	Signor;MIMP	18644470	Signor	MIMP						PPI
Q62388	Atm	Q9JKB1	Uchl3	PhosphoSite	27941124		PhosphoSite_dir;PhosphoSite						PPI
Q62388	Atm	P43346	Dck	PhosphoSite	21351740;18258203;17350163;17065079;22850745;22490700;16361699;20637175;20544527;27879648;24462681		PhosphoSite_dir;PhosphoSite						PPI
Q62388	Atm	Q8BK35	Nop53	PhosphoSite;PhosphoSite_noref	27829214		PhosphoSite_dir;PhosphoSite;PhosphoSite_noref						PPI
Q62388	Atm	Q9CQE0	Rnf138	PhosphoSite	27195665		PhosphoSite_dir;PhosphoSite						PPI
Q62388	Atm	P52479	Usp10	PhosphoSite;MIMP;PhosphoSite_noref	20096447		PhosphoSite_dir;PhosphoSite;PhosphoSite_noref;MIMP						PPI
Q62388	Atm	Q9JME5	Ap3b2	HPRD;PhosphoPoint	9707615	HPRD	PhosphoPoint						PPI
Q62388	Atm	O09012	Pex5	HPRD;BioGRID;PhosphoSite_noref;PhosphoPoint	10567403;26344566	HPRD;BioGRID	PhosphoSite_dir;PhosphoSite_noref;PhosphoPoint						PPI
Q62388	Atm	P70349	Hint1	PhosphoPoint			PhosphoPoint						PPI
Q62388	Atm	Q6ZQ93	Usp34	MIMP;PhosphoSite_noref			PhosphoSite_dir;MIMP;PhosphoSite_noref						PPI
Q62388	Atm	Q8R5H1	Usp15	MIMP;PhosphoSite_noref			PhosphoSite_dir;MIMP;PhosphoSite_noref						PPI
Q62388	Atm	Q9Z1T1	Ap3b1	InnateDB;PhosphoPoint	10608806	InnateDB	PhosphoPoint						PPI
Q62388	Atm	Q8C1B2	Tiparp	HPRD;PhosphoPoint	11238919	HPRD	PhosphoPoint						PPI
P15535	B4galt1	P24788	Cdk11b	HPRD	11506180	HPRD							PPI
P15535	B4galt1	P19785	Esr1	SPIKE	14605097			SPIKE			SPIKE		PPI
P15535	B4galt1	Q7TSS2	Ube2q1	BioGRID	18511602	BioGRID							PPI
P15535	B4galt1	P29752	Lalba	HPRD	11947697	HPRD							PPI
P70338	Gfi1	Q04207	Rela	BioGRID;SignaLink3;IntAct;InnateDB	20547752	BioGRID;InnateDB;IntAct	SignaLink3						PPI
P70338	Gfi1	Q07813	Bax	SPIKE	12874834		SPIKE			SPIKE			PPI
P70338	Gfi1	O54714	Pias3	HPRD;BioGRID;IntAct	11060035	HPRD;BioGRID;IntAct							PPI
P70338	Gfi1	P17433	Spi1	BioGRID;IntAct	17197705	BioGRID;IntAct							PPI
P70338	Gfi1	P02340	Tp53	IntAct	23410974	IntAct							PPI
P70338	Gfi1	P48437	Prox1	SPIKE	18652815			SPIKE				SPIKE	PPI
P70338	Gfi1	Q63955	Pou4f3	SPIKE	15254021			SPIKE			SPIKE		PPI
P70338	Gfi1	Q60821	Zbtb17	BioGRID;IntAct	19164764	BioGRID;IntAct							PPI
P70338	Gfi1	Q9QWF0	Chaf1a	BioGRID;IntAct	21570500	BioGRID;IntAct							PPI
P70338	Gfi1	P27577	Ets1	Signor	17213822		Signor	Signor		Signor		Signor	PPI
P70338	Gfi1	Q9Z1K6	Arih2	BioGRID	17646546	BioGRID							PPI
Q0VGT2	Gli2	Q9Z0P7	Sufu	HPRD;BioGRID;SPIKE;SignaLink3	10564661;15367681;20463034;10531011	HPRD;BioGRID;SPIKE	ACSN	SignaLink3				SignaLink3	PPI
Q0VGT2	Gli2	Q7TN16	Hhip	SignaLink3	16571352		SignaLink3;ACSN		SignaLink3				PPI
Q0VGT2	Gli2	Q01147	Creb1	HPRD	10074179	HPRD							PPI
Q0VGT2	Gli2	Q3ULA2	Btrc	BioGRID;SignaLink3;IntAct	16611981;25670079	BioGRID;IntAct		SignaLink3;ACSN				SignaLink3	PPI
Q0VGT2	Gli2	Q62226	Shh	SignaLink3	22298955			SignaLink3			SignaLink3		PPI
Q0VGT2	Gli2	Q9WV60	Gsk3b	SignaLink3;Signor	16885213;16611981			SignaLink3;Signor;ACSN				SignaLink3;Signor	PPI
Q0VGT2	Gli2	P47806	Gli1	SignaLink3	16571352		SignaLink3;ACSN		SignaLink3				PPI
Q0VGT2	Gli2	Q61115	Ptch1	SignaLink3	16571352		SignaLink3;ACSN		SignaLink3				PPI
Q0VGT2	Gli2	Q9JLV5	Cul3	BioGRID	27477274	BioGRID		ACSN					PPI
Q0VGT2	Gli2	Q5SRY7	Fbxw11	HPRD;BioGRID;InnateDB	16651270	HPRD;BioGRID;InnateDB		ACSN					PPI
Q0VGT2	Gli2	Q6ZWS8	Spop	BioGRID	25204354;28032859	BioGRID							PPI
Q0VGT2	Gli2	Q69ZM6	Stk36	HPRD;PhosphoPoint	10806483	HPRD		PhosphoPoint					PPI
Q7TME2	Spag5	P97477	Aurka	IntAct	18361916	IntAct							PPI
Q7TME2	Spag5	Q9WV60	Gsk3b	Signor;PhosphoSite_noref;MIMP	18055457			PhosphoSite_dir;PhosphoSite_noref;MIMP;Signor			Signor		PPI
Q7TME2	Spag5	P11440	Cdk1	HPRD;PhosphoSite;PhosphoSite_noref;PhosphoPoint	27325694;11549262	HPRD		PhosphoSite_dir;PhosphoSite;PhosphoSite_noref;PhosphoPoint					PPI
Q7TME2	Spag5	Q8C7W7	Dclre1b	SPIKE	19197158	SPIKE							PPI
O88522	Ikbkg	Q60803	Traf3	InnateDB;SignaLink3	19854139	InnateDB	SignaLink3						PPI
O88522	Ikbkg	P25799	Nfkb1	HPRD;BioGRID	14743216;15043934	HPRD;BioGRID							PPI
O88522	Ikbkg	Q9Z1E3	Nfkbia	SignaLink3;MIMP;HPRD;BioGRID;Macrophage;InnateDB;IntAct	24369075;16965765;15145317;10723801;10602462;15371334;15836773;17706453;16177806;16153868;17468758;10880512;10329646;7739562;7878466;7862124;8657102;7796813;16493424;10195894;12514169;17965022;11087742;21896478;22081069;16547522;18957422;15218148;21862596;17158449;11830587;11064457;15670770;15749833;10748240;17363973;18429822;21811235;21217772;11009421;19091594;23746843;23732909;23951545;18519641;19959994;26496610;26865630;16818647;15870263;18617513;16603398;14743216;16126728;16319058	HPRD;BioGRID;InnateDB;IntAct	SignaLink3;MIMP;Macrophage;KEGG;ACSN	SignaLink3	KEGG				PPI
O88522	Ikbkg	Q04207	Rela	SignaLink3;Signor	15489227		SignaLink3;Signor		SignaLink3;Signor				PPI
O88522	Ikbkg	P70196	Traf6	BioGRID;Macrophage;SignaLink3;InnateDB	18180283;15620648;17947236;17728323;11057907;14695475;15125833;12867425;17562858;18617513;17135271;21566132;19136968;20529958;20932475;24270048;23986494;25400026;25548215;26474655;28214532;27929056;27695001	BioGRID;InnateDB	SignaLink3	Macrophage					PPI
O88522	Ikbkg	P05784	Krt18	BioGRID;SignaLink3;IntAct;InnateDB	21988832	BioGRID;InnateDB;IntAct	SignaLink3						PPI
O88522	Ikbkg	Q60778	Nfkbib	HPRD;BioGRID;Macrophage;IntAct	15145317;10723801;17072322;15836773;11485410;21862596;16301747;16260493;14743216	HPRD;BioGRID;IntAct	Macrophage						PPI
O88522	Ikbkg	Q6A4J8	Usp7	BioGRID;SignaLink3;InnateDB	18952891;24832601	BioGRID;InnateDB	SignaLink3	KEGG				KEGG	PPI
O88522	Ikbkg	Q62210	Birc2	SignaLink3;HPRD;BioGRID;SPIKE;InnateDB	20301198;12867425;19223549;20932475;22990857;23524849;23732909	HPRD;BioGRID;InnateDB	SignaLink3	SPIKE;SignaLink3			SPIKE		PPI
O88522	Ikbkg	Q9WVC6	Sgk1	InnateDB;SignaLink3;IntAct	20098747	InnateDB;IntAct	SignaLink3						PPI
O88522	Ikbkg	O88351	Ikbkb	PhosphoNetworks;HPRD-phos;phosphoELM;PhosphoSite_noref;InnateDB;DIP;BioGRID;SPIKE;Signor;PhosphoPoint;SignaLink3;HPRD;Macrophage;MIMP;IntAct	18329793;24369075;20300203;15084594;17977820;16497931;11865184;12612076;10837071;16285893;15214841;15218526;17072322;16970925;17561400;15836773;10195894;15691841;15620648;16493424;17965022;15327770;10094049;16186825;16260493;12657630;12192055;18691976;11864612;12133833;11971985;11057907;18207244;20098747;15802604;9751060;16603398;19820708;19656241;21606193;20932476;19365808;19815509;22099304;21903422;22605335;21803029;16547522;18037881;18266324;16906147;16378096;20167598;16611882;20368414;17693255;12459277;10980203;15184390;17000764;16583354;15749833;19422324;10748240;22990857;12808104;17363973;12486103;17568778;18266467;18583959;18949366;23825957;23871670;24469399;23506214;23131831;24266532;24240172;25304104;18450452;21455180;19959994;23986494;25852190;24618592;25286246;25400026;26496610;25979343;27929056;28514442;26500060;18462684;29111346;14743216;19666608;19706536;21423167;11583588;10968790;16126728;16938294;16129692;16319058	HPRD;BioGRID;DIP;Macrophage;InnateDB;IntAct	SignaLink3;SPIKE;Macrophage;Signor	PhosphoNetworks;HPRD-phos;phosphoELM;PhosphoSite_noref;Signor;ACSN;PhosphoPoint;PhosphoSite_dir;SignaLink3;MIMP	SPIKE;SignaLink3;Signor		Signor	SignaLink3;Signor	PPI
O88522	Ikbkg	Q60769	Tnfaip3	HPRD;BioGRID;SPIKE;IntAct	10755617;20932475;22099304;11389905;23032186;21988832;24859449;26802121	HPRD;BioGRID;IntAct		SPIKE				SPIKE	PPI
O88522	Ikbkg	Q80YE7	Dapk1	InnateDB;SignaLink3;IntAct	20098747	InnateDB;IntAct	SignaLink3						PPI
O88522	Ikbkg	Q60855	Ripk1	SignaLink3;InnateDB;HPRD;BioGRID;Macrophage;Signor;IntAct;PhosphoPoint	17702576;16603398;16965765;10880512;17981138;16543241;21113135;22099304;18212736;16547522;19373245;21606198;18029035;22037414;11262391;21458669;23746843;24735611;26740240;26865630;26802121;27929056;9927690;14653779;21383699;10980203;10755617	HPRD;BioGRID;Macrophage;InnateDB;IntAct	SignaLink3	SignaLink3;KEGG;ACSN;PhosphoPoint;Signor			SignaLink3;KEGG;Signor		PPI
O88522	Ikbkg	P11679	Krt8	BioGRID;SignaLink3;IntAct;InnateDB	20098747;21988832	BioGRID;InnateDB;IntAct	SignaLink3						PPI
O88522	Ikbkg	Q8C0J2	Atg16l1	InnateDB;SignaLink3;IntAct	14743216	InnateDB;IntAct	SignaLink3						PPI
O88522	Ikbkg	Q61084	Map3k3	IntAct;PhosphoPoint	14743216	IntAct		PhosphoPoint					PPI
O88522	Ikbkg	P97377	Cdk2	BioGRID;SignaLink3;IntAct;InnateDB	20098747	BioGRID;InnateDB;IntAct	SignaLink3						PPI
O88522	Ikbkg	Q62318	Trim28	IntAct;PhosphoPoint	14743216	IntAct		PhosphoPoint					PPI
O88522	Ikbkg	P58801	Ripk2	SignaLink3;HPRD;BioGRID;Macrophage;InnateDB;IntAct;PhosphoPoint	21552281;10880512;11463746;11087742;15620648;17947236;17965022;10329646;18079694	HPRD;BioGRID;Macrophage;InnateDB;IntAct	SignaLink3	KEGG;PhosphoPoint			KEGG		PPI
O88522	Ikbkg	Q64337	Sqstm1	BioGRID;SignaLink3;IntAct;InnateDB	16874300;24270048	BioGRID;InnateDB;IntAct	SignaLink3						PPI
O88522	Ikbkg	Q9R0T8	Ikbke	BioGRID;SignaLink3;InnateDB	17468758;23453969	BioGRID;InnateDB		SignaLink3					PPI
O88522	Ikbkg	Q61881	Mcm7	InnateDB;SignaLink3;IntAct	20098747;14743216	InnateDB;IntAct	SignaLink3						PPI
O88522	Ikbkg	Q2TBA3	Malt1	BioGRID;IntAct	19494296;18931663;17948050;25748427;27070702	BioGRID;IntAct							PPI
O88522	Ikbkg	Q9WUN2	Tbk1	SignaLink3;HPRD;BioGRID;InnateDB;IntAct;PhosphoPoint	20098747;14743216;21903422;23028469;26611359;28514442;12133833	HPRD;BioGRID;InnateDB;IntAct	SignaLink3	SignaLink3;PhosphoPoint					PPI
O88522	Ikbkg	P97313	Prkdc	IntAct;PhosphoPoint	14743216	IntAct		PhosphoPoint					PPI
O88522	Ikbkg	Q9WV60	Gsk3b	PhosphoSite_noref;HPRD;BioGRID;PhosphoSite;IntAct;PhosphoPoint	27929056;12657630;17977820;25241761;12808104	HPRD;BioGRID;IntAct		PhosphoSite_dir;PhosphoSite;PhosphoSite_noref;PhosphoPoint					PPI
O88522	Ikbkg	Q9WUU8	Tnip1	BioGRID;SPIKE;IntAct	16684768;20010814;18212736;21988832	BioGRID;IntAct		SPIKE			SPIKE		PPI
O88522	Ikbkg	Q02111	Prkcq	HPRD;PhosphoPoint	15802604	HPRD		PhosphoPoint					PPI
O88522	Ikbkg	Q00342	Flt3	InnateDB;SignaLink3;IntAct	20098747	InnateDB;IntAct	SignaLink3						PPI
O88522	Ikbkg	Q62120	Jak2	InnateDB;SignaLink3	20098747	InnateDB	SignaLink3						PPI
O88522	Ikbkg	P31750	Akt1	BioGRID;SignaLink3;IntAct;InnateDB	20098747;20837477	BioGRID;InnateDB;IntAct	SignaLink3						PPI
O88522	Ikbkg	Q62406	Irak1	SignaLink3;HPRD;BioGRID;InnateDB;IntAct	21220427;18347055;18180283;17997719;24735611;23986494;11583588;23104095	HPRD;BioGRID;InnateDB;IntAct	SignaLink3						PPI
O88522	Ikbkg	Q0VBD2	Mcm10	InnateDB;SignaLink3;IntAct	20098747	InnateDB;IntAct	SignaLink3						PPI
O88522	Ikbkg	Q9WUL6	Map3k14	SignaLink3;HPRD;BioGRID;InnateDB;IntAct;PhosphoPoint	9927690;28514442;14743216	HPRD;BioGRID;InnateDB;IntAct	SignaLink3	PhosphoPoint					PPI
O88522	Ikbkg	Q8CIS0	Card11	HPRD;BioGRID;SignaLink3;IntAct	18223652;17363905;15184390;18625728;16301747	HPRD;BioGRID;IntAct		SignaLink3					PPI
O88522	Ikbkg	P35546	Ret	InnateDB;SignaLink3;IntAct	20098747	InnateDB;IntAct	SignaLink3						PPI
O88522	Ikbkg	Q62137	Jak3	InnateDB;SignaLink3;IntAct	20098747	InnateDB;IntAct	SignaLink3						PPI
O88522	Ikbkg	P25118	Tnfrsf1a	HPRD;BioGRID;SignaLink3;InnateDB	10755617;27552911	HPRD;BioGRID;InnateDB		SignaLink3					PPI
O88522	Ikbkg	P61089	Ube2n	Macrophage	15620648;17947236;17728323;11057907;14695475;15125833;12867425;17562858			Macrophage					PPI
O88522	Ikbkg	Q6DIA7	Q6DIA7	InnateDB;SignaLink3;IntAct	20098747	InnateDB;IntAct	SignaLink3						PPI
O88522	Ikbkg	P97793	Alk	InnateDB;SignaLink3	20098747	InnateDB	SignaLink3						PPI
O88522	Ikbkg	Q91ZA8	Nrarp	InnateDB;SignaLink3;IntAct	20098747	InnateDB;IntAct	SignaLink3						PPI
O88522	Ikbkg	Q8VCQ3	Nrbf2	InnateDB;SignaLink3;IntAct	20098747	InnateDB;IntAct	SignaLink3						PPI
O88522	Ikbkg	P14234	Fgr	BioGRID;SignaLink3;InnateDB	20098747;23131831	BioGRID;InnateDB	SignaLink3	SignaLink3					PPI
O88522	Ikbkg	Q8BG26	Rusc1	InnateDB;SignaLink3;IntAct	19365808	InnateDB;IntAct	SignaLink3						PPI
O88522	Ikbkg	Q60805	Mertk	InnateDB;SignaLink3	20098747	InnateDB	SignaLink3						PPI
O88522	Ikbkg	P36993	Ppm1b	HPRD;InnateDB;SignaLink3	14585847	HPRD;InnateDB		SignaLink3					PPI
O88522	Ikbkg	Q80UG5	Sept9	InnateDB;SignaLink3;IntAct	20098747	InnateDB;IntAct	SignaLink3						PPI
O88522	Ikbkg	Q9Z1M4	Rps6kb2	InnateDB;SignaLink3	20098747	InnateDB	SignaLink3						PPI
O88522	Ikbkg	Q3US16	Tceanc	InnateDB;SignaLink3;IntAct	20098747	InnateDB;IntAct	SignaLink3						PPI
O88522	Ikbkg	P97470	Ppp4c	BioGRID	24109239	BioGRID							PPI
O88522	Ikbkg	Q62070	Pim2	InnateDB;SignaLink3;IntAct	20098747	InnateDB;IntAct	SignaLink3						PPI
O88522	Ikbkg	Q3UL36	Arglu1	InnateDB;SignaLink3;IntAct	20098747	InnateDB;IntAct	SignaLink3						PPI
O88522	Ikbkg	Q9WU28	Pfdn5	InnateDB;SignaLink3	20098747	InnateDB	SignaLink3						PPI
O88522	Ikbkg	Q80VM8	Pnma8a	InnateDB;SignaLink3;IntAct	20098747	InnateDB;IntAct	SignaLink3						PPI
O88522	Ikbkg	Q91ZX6	Senp2	BioGRID;SignaLink3;IntAct;InnateDB	20098747;21777808	BioGRID;InnateDB;IntAct	SignaLink3						PPI
O88522	Ikbkg	Q9DBX2	Pdcl	InnateDB;SignaLink3;IntAct	20098747	InnateDB;IntAct	SignaLink3						PPI
O88522	Ikbkg	Q99N69	Lpxn	InnateDB;SignaLink3;IntAct	20098747	InnateDB;IntAct	SignaLink3						PPI
O88522	Ikbkg	Q8K1Y2	Prkd3	InnateDB;SignaLink3	20098747	InnateDB	SignaLink3						PPI
O88522	Ikbkg	Q3UFK8	Frmd8	InnateDB;SignaLink3;IntAct	20098747	InnateDB;IntAct	SignaLink3						PPI
O88522	Ikbkg	Q9CRB2	Nhp2	InnateDB;SignaLink3;IntAct	20098747	InnateDB;IntAct	SignaLink3						PPI
